id_produto,nome_produto,sku,id_categoria,fornecedor,preco,peso_kg,estoque_disponivel,ativo,precisa_revisao,data_cadastro_produto,total_pedidos,receita_total,ticket_medio,total_unidades_vendidas,total_avaliacoes,media_nota_produto,media_nota_nps,pct_recomendacoes_sim,total_tickets,media_tempo_resolucao_horas,media_nota_suporte,timestamp_ingestion_gold
PROD-0098,Luvas De Inverno,VEST-LUVAS-CONFECÇÕES-0098,CATEG-0009,Confecções Do Sul,98.00,1.46,88,Sim,Não,2023-08-19,593,121851.86,205.48,1569,282,3.68,7.35,77.66,42,53.27,3.33,2026-05-16 20:42:35.119941
PROD-0099,Cachecol De Lã,VEST-CACHECOL-MODA-0099,CATEG-0009,Moda Brasil Atacado,79.00,1.85,399,Não,Não,2024-10-14,603,104912.62,173.98,1668,303,3.63,7.16,72.28,46,63.05,3.63,2026-05-16 20:42:35.119941
PROD-0100,Chinelo Masculino,NULL-CHINELO-CONFECÇÕES-0100,CATEG-0008,Confecções Do Sul,59.00,0.54,267,Não,Não,2023-08-17,583,78512.84,134.67,1626,311,3.56,7.07,72.35,48,71.26,3.19,2026-05-16 20:42:35.119941
PROD-0101,Chinelo Feminino,VEST-CHINELO-TEXTILBRASIL-0101,CATEG-0009,Textilbrasil Distribuidora,70.00,0.92,166,Não,Não,2024-12-30,620,95211.31,153.57,1673,308,3.6,7.31,77.92,32,51.1,3.19,2026-05-16 20:42:35.119941
PROD-0102,Sandália Feminina,VEST-SANDÁLIA-CONFECÇÕES-0102,CATEG-0009,Confecções Do Sul,249.00,0.54,14,Sim,Não,2022-11-09,279,146700.57,525.81,739,154,3.45,6.7,68.83,26,58.28,3.85,2026-05-16 20:42:35.119941
PROD-0103,Sapato Social Masculino,VEST-SAPATO-MODA-0103,CATEG-0009,Moda Brasil Atacado,306.00,1.61,63,Sim,Não,2021-02-13,106,72094.67,680.14,297,57,3.72,7.49,84.21,16,48.17,3.31,2026-05-16 20:42:35.119941
PROD-0104,Óculos De Sol,VEST-ÓCULOS-FASHION-0104,CATEG-0009,Fashion Import Ltda,128.00,1.21,180,Não,Não,2021-09-06,269,76870.54,285.76,715,124,3.67,6.85,72.58,21,68.58,3.62,2026-05-16 20:42:35.119941
PROD-0105,Regata Masculina,VEST-REGATA-MODA-0105,CATEG-0009,Moda Brasil Atacado,-1.00,1.8,13,Sim,Não,2020-07-20,586,132882.45,226.76,1644,271,3.74,7.32,79.7,39,57.96,3.72,2026-05-16 20:42:35.119941
PROD-0106,Regata Feminina,VEST-REGATA-MODA-0106,CATEG-0009,Moda Brasil Atacado,47.00,0.79,453,Não,Não,2024-12-12,606,60532.6,99.89,1624,299,3.68,7.05,76.92,63,60.91,3.13,2026-05-16 20:42:35.119941
PROD-0107,Calça Moletom,VEST-CALÇA-MODA-0107,CATEG-0009,Moda Brasil Atacado,116.00,0.23,68,Não,Não,2022-09-08,297,73916.61,248.88,805,155,3.54,7.14,77.42,28,66.65,3.5,2026-05-16 20:42:35.119941
PROD-0108,Camisa Social Masculina,VEST-CAMISA-TEXTILBRASIL-0108,CATEG-0009,Textilbrasil Distribuidora,298.00,1.52,231,Sim,Não,2022-09-29,316,202608.65,641.17,873,161,3.73,7.43,77.64,27,84.02,3.3,2026-05-16 20:42:35.119941
PROD-0109,Blusa De Seda Feminina,VEST-BLUSA-MODA-0109,CATEG-0009,Moda Brasil Atacado,267.00,1.74,481,Sim,Não,2024-11-24,259,150021.01,579.23,713,116,3.44,6.91,76.72,22,67.66,3.14,2026-05-16 20:42:35.119941
PROD-0110,Top Esportivo,VEST-TOP-MODA-0110,CATEG-0009,Moda Brasil Atacado,116.00,1.85,441,Não,Não,2020-06-19,313,80114.14,255.96,846,150,3.81,7.55,81.33,30,55.33,3.53,2026-05-16 20:42:35.119941
PROD-0111,Camiseta Dry Fit,VEST-CAMISETA-TEXTILBRASIL-0111,CATEG-0009,Textilbrasil Distribuidora,90.00,0.91,319,Sim,Não,2025-12-13,613,122379.25,199.64,1709,299,3.63,7.12,73.91,55,64.6,3.04,2026-05-16 20:42:35.119941
PROD-0112,Conjunto Esportivo,VEST-CONJUNTO-FASHION-0112,CATEG-0009,Fashion Import Ltda,-1.00,0.46,182,Sim,Sim,2022-05-29,601,131884.53,219.44,1689,295,3.55,6.95,70.85,49,52.13,3.41,2026-05-16 20:42:35.119941
PROD-0113,Meia-calça Feminina,VEST-MEIA-CALÇA-FASHION-0113,CATEG-0009,Fashion Import Ltda,27.00,0.51,133,Não,Não,2022-03-18,604,35959.01,59.53,1661,315,3.63,7.37,80.32,42,75.9,3.5,2026-05-16 20:42:35.119941
PROD-0114,Roupa De Banho Masculina,VEST-ROUPA-CONFECÇÕES-0114,CATEG-0009,Confecções Do Sul,63.00,0.22,266,Sim,Não,2021-09-03,615,83908.04,136.44,1658,303,3.63,7.28,77.56,43,62.68,3.58,2026-05-16 20:42:35.119941
PROD-0115,Biquíni,VEST-BIQUÍNI-CONFECÇÕES-0115,CATEG-0009,Confecções Do Sul,197.00,0.41,90,Sim,Não,2018-03-23,274,122976.78,448.82,772,137,3.6,6.85,72.26,24,69.3,3.0,2026-05-16 20:42:35.119941
PROD-0116,Bermuda De Ciclismo,VEST-BERMUDA-MODA-0116,CATEG-0009,Moda Brasil Atacado,184.00,0.96,20,Sim,Não,2018-09-28,301,118557.59,393.88,823,134,3.7,7.36,82.09,28,51.33,3.11,2026-05-16 20:42:35.119941
PROD-0117,Camiseta Ciclismo,VEST-CAMISETA-CONFECÇÕES-0117,CATEG-0009,Confecções Do Sul,187.00,0.19,111,Sim,Não,2020-04-23,284,118673.94,417.87,784,153,3.79,7.35,79.74,18,49.12,3.0,2026-05-16 20:42:35.119941
PROD-0118,Kit Pijama Casal,VEST-KIT-CONFECÇÕES-0118,CATEG-0009,Confecções Do Sul,302.00,-1.0,111,Não,Sim,2026-03-13,114,71949.91,631.14,285,54,3.78,7.5,83.33,10,64.88,4.1,2026-05-16 20:42:35.119941
PROD-0119,Roupão De Banho,NULL-ROUPÃO-CONFECÇÕES-0119,CATEG-0008,Confecções Do Sul,193.00,1.07,156,Não,Não,2019-03-15,258,111140.78,430.78,728,130,3.81,7.57,78.46,29,80.87,3.41,2026-05-16 20:42:35.119941
PROD-0120,Camisola Feminina,VEST-CAMISOLA-CONFECÇÕES-0120,CATEG-0009,Confecções Do Sul,115.00,1.31,476,Não,Não,2018-08-21,292,70970.09,243.05,777,159,3.72,7.16,77.36,22,53.96,3.09,2026-05-16 20:42:35.119941
PROD-0121,Suéter Masculino,VEST-SUÉTER-MODA-0121,CATEG-0009,Moda Brasil Atacado,222.00,1.48,232,Sim,Não,2018-12-12,298,146141.82,490.41,838,175,3.64,6.95,70.86,33,58.95,3.58,2026-05-16 20:42:35.119941
PROD-0122,Blusa De Tricô,VEST-BLUSA-MODA-0122,CATEG-0009,Moda Brasil Atacado,157.00,1.48,45,Sim,Não,2019-12-06,288,98714.62,342.76,787,139,3.76,7.41,78.42,29,56.2,2.97,2026-05-16 20:42:35.119941
PROD-0123,Colete Masculino,VEST-COLETE-MODA-0123,CATEG-0009,Moda Brasil Atacado,117.00,1.01,171,Sim,Não,2020-11-01,302,76828.61,254.4,816,167,3.66,7.2,74.85,20,58.58,3.55,2026-05-16 20:42:35.119941
PROD-0124,Gravata,VEST-GRAVATA-TEXTILBRASIL-0124,CATEG-0009,Textilbrasil Distribuidora,58.00,1.35,65,Sim,Não,2018-06-19,572,74957.97,131.05,1578,283,3.66,7.1,73.85,54,65.07,3.13,2026-05-16 20:42:35.119941
PROD-0125,Suspensório,VEST-SUSPENSÓRIO-TEXTILBRASIL-0125,CATEG-0009,Textilbrasil Distribuidora,66.00,1.36,28,Sim,Não,2018-07-15,622,90642.15,145.73,1750,288,3.51,6.82,74.65,52,77.66,3.27,2026-05-16 20:42:35.119941
PROD-0126,Conjunto De Panelas 5 Peças,NULL-CONJUNTO-HOMEBRASIL-0126,CATEG-0008,Homebrasil Atacado,203.00,13.83,305,Sim,Não,2022-04-22,288,128935.68,447.69,757,133,3.53,7.09,76.69,29,66.63,3.62,2026-05-16 20:42:35.119941
PROD-0127,Conjunto De Panelas 3 Peças,CASA-CONJUNTO-DECOR-0127,CATEG-0004,Decor Import,400.00,5.81,446,Sim,Não,2024-09-21,124,106530.35,859.12,319,66,3.65,7.38,78.79,9,44.43,3.33,2026-05-16 20:42:35.119941
PROD-0128,Jogo De Lençol Casal,CASA-JOGO-UTILIDADES-0128,CATEG-0004,Utilidades Do Lar Ltda,266.00,2.88,50,Sim,Não,2020-01-10,288,174718.15,606.66,790,137,3.64,7.26,77.37,23,55.02,3.48,2026-05-16 20:42:35.119941
PROD-0129,Jogo De Lençol Solteiro,CAS4-JOGO-CASA-0129,CATEG-0004,Casa & Cia Distribuidora,102.00,2.55,293,Sim,Não,2021-02-09,335,81710.49,243.91,973,186,3.61,6.99,73.12,35,53.42,3.43,2026-05-16 20:42:35.119941
PROD-0130,Edredom Casal,CASA-EDREDOM-CASA-0130,CATEG-0004,Casa & Cia Distribuidora,374.00,13.89,75,Sim,Não,2018-11-30,107,93990.56,878.42,316,57,3.82,7.42,82.46,4,79.68,3.0,2026-05-16 20:42:35.119941
PROD-0131,Edredom Solteiro,CASA-EDREDOM-UTILIDADES-0131,CATEG-0004,Utilidades Do Lar Ltda,111.00,13.9,218,Sim,Não,2021-03-23,267,69534.47,260.43,766,128,3.77,7.41,82.03,23,57.66,3.57,2026-05-16 20:42:35.119941
PROD-0132,Travesseiro Viscoelástico,CASA-TRAVESSEIRO-DECOR-0132,CATEG-0004,Decor Import,174.00,5.81,19,Sim,Não,2024-01-03,298,116820.53,392.02,832,143,3.59,7.17,75.52,21,51.1,3.67,2026-05-16 20:42:35.119941
PROD-0133,Travesseiro De Pluma,CASA-TRAVESSEIRO-DECOR-0133,CATEG-0004,Decor Import,198.00,11.71,0,Não,Não,2022-08-10,277,115008.86,415.19,723,139,3.77,7.37,76.98,25,63.79,3.76,2026-05-16 20:42:35.119941
PROD-0134,Cobertor Casal,CASA-COBERTOR-DECOR-0134,CATEG-0004,Decor Import,-1.00,14.01,-1,Sim,Sim,2023-06-26,555,125794.89,226.66,1504,299,3.63,7.11,74.92,45,59.16,3.36,2026-05-16 20:42:35.119941
PROD-0135,Toalha De Banho,CASA-TOALHA-CASA-0135,CATEG-0004,Casa & Cia Distribuidora,37.00,8.61,197,Sim,Não,2025-09-03,615,51048.19,83.01,1626,326,3.56,6.85,70.55,51,55.45,3.59,2026-05-16 20:42:35.119941
PROD-0136,Jogo De Toalhas 4 Peças,CASA-JOGO-DECOR-0136,CATEG-0004,Decor Import,258.00,12.35,204,Não,Não,2020-10-31,308,181992.38,590.88,838,147,3.65,7.25,74.15,32,75.79,2.78,2026-05-16 20:42:35.119941
PROD-0137,Tapete Sala 2x3m,CASA-TAPETE-CASA-0137,CATEG-0004,Casa & Cia Distribuidora,267.00,1.64,-1,Sim,Sim,2025-10-01,281,171065.24,608.77,760,126,3.75,7.17,76.98,21,58.59,3.14,2026-05-16 20:42:35.119941
PROD-0138,Tapete Banheiro,CASA-TAPETE-CASA-0138,CATEG-0004,Casa & Cia Distribuidora,43.00,13.12,-1,Não,Sim,2021-09-02,585,58603.23,100.18,1658,294,3.63,7.13,72.79,51,54.72,3.29,2026-05-16 20:42:35.119941
PROD-0139,Almofada Decorativa,CASA-ALMOFADA-UTILIDADES-0139,CATEG-0004,Utilidades Do Lar Ltda,114.00,6.28,193,Sim,Não,2018-02-06,294,76582.26,260.48,790,141,3.75,7.27,74.47,21,58.74,3.33,2026-05-16 20:42:35.119941
PROD-0140,Kit De Almofadas 4 Peças,CASA-KIT-CASA-0140,CATEG-0004,Casa & Cia Distribuidora,183.00,9.95,251,Sim,Não,2018-06-21,303,125821.17,415.25,820,156,3.68,7.24,75.0,24,56.6,3.08,2026-05-16 20:42:35.119941
PROD-0141,Luminária De Mesa,CASA-LUMINÁRIA-DECOR-0141,CATEG-0004,Decor Import,188.00,7.2,96,Não,Não,2023-10-24,307,132304.16,430.96,840,157,3.54,7.2,73.25,26,72.93,2.73,2026-05-16 20:42:35.119941
PROD-0142,Luminária De Piso,CASA-LUMINÁRIA-CASA-0142,CATEG-0004,Casa & Cia Distribuidora,468.00,0.6,14,Não,Não,2022-03-28,126,143203.73,1136.54,359,63,3.71,7.38,82.54,10,55.04,3.4,2026-05-16 20:42:35.119941
PROD-0143,Porta Retratos,CASA-PORTA-HOMEBRASIL-0143,CATEG-0004,Homebrasil Atacado,-1.00,4.73,157,Não,Sim,2021-07-24,595,133170.83,223.82,1546,309,3.67,7.21,77.99,39,52.65,3.13,2026-05-16 20:42:35.119941
PROD-0144,Vaso Decorativo,CAS@-VASO-DECOR-0144,CATEG-0004,Decor Import,155.00,5.22,323,Sim,Não,2023-12-17,293,100872.38,344.27,779,155,3.59,7.03,75.48,19,58.2,3.16,2026-05-16 20:42:35.119941
PROD-0145,Organizador De Gaveta,CASA-ORGANIZADOR-UTILIDADES-0145,CATEG-0004,Utilidades Do Lar Ltda,91.00,8.16,69,Não,Não,2025-07-19,592,124741.6,210.71,1643,271,3.7,7.62,77.12,35,57.37,3.54,2026-05-16 20:42:35.119941
PROD-0146,Cabide De Parede,CASA-CABIDE-DECOR-0146,CATEG-0004,Decor Import,64.00,8.68,48,Não,Não,2025-05-03,585,85896.81,146.83,1633,293,3.57,6.99,74.74,52,54.19,3.25,2026-05-16 20:42:35.119941
PROD-0147,Cortina Blackout 2 Peças,CASA-CORTINA-DECOR-0147,CATEG-0004,Decor Import,178.00,10.92,-1,Sim,Sim,2019-01-30,299,120250.21,402.17,807,161,3.56,7.01,73.29,28,56.07,3.86,2026-05-16 20:42:35.119941
PROD-0148,Persiana Horizontal,CASA-PERSIANA-DECOR-0148,CATEG-0004,Decor Import,181.00,12.85,36,Sim,Não,2019-02-01,323,133746.99,414.08,886,156,3.71,7.4,78.85,27,65.35,3.26,2026-05-16 20:42:35.119941
PROD-0149,Jogo De Banheiro 3 Peças,CASA-JOGO-CASA-0149,CATEG-0004,Casa & Cia Distribuidora,94.00,10.13,327,Sim,Não,2021-01-08,585,125482.94,214.5,1583,308,3.57,7.03,70.45,49,56.06,3.47,2026-05-16 20:42:35.119941
PROD-0150,Espelho De Parede,CASA-ESPELHO-CASA-0150,CATEG-0004,Casa & Cia Distribuidora,168.00,3.15,91,Não,Não,2022-09-03,293,116408.74,397.3,807,138,3.67,7.29,79.71,26,62.21,3.31,2026-05-16 20:42:35.119941
PROD-0151,Porta Temperos,CASA-PORTA-UTILIDADES-0151,CATEG-0004,Utilidades Do Lar Ltda,79.00,1.62,84,Sim,Não,2020-05-27,624,111278.33,178.33,1674,323,3.65,7.12,75.23,60,66.05,3.42,2026-05-16 20:42:35.119941
PROD-0152,Tábua De Corte Bambu,NULL-TÁBUA-CASA-0152,CATEG-0008,Casa & Cia Distribuidora,31.00,1.53,329,Não,Não,2024-10-14,581,40092.78,69.01,1560,302,3.62,7.19,76.16,56,55.59,3.3,2026-05-16 20:42:35.119941
PROD-0153,Conjunto De Potes Herméticos,CASA-CONJUNTO-HOMEBRASIL-0153,CATEG-0004,Homebrasil Atacado,90.00,12.35,107,Não,Não,2020-03-23,578,113522.92,196.41,1485,299,3.64,7.13,73.91,47,67.44,3.15,2026-05-16 20:42:35.119941
PROD-0154,Chaleira Elétrica,CASA-CHALEIRA-HOMEBRASIL-0154,CATEG-0004,Homebrasil Atacado,206.00,7.79,0,Não,Não,2025-10-28,294,134262.05,456.67,767,135,3.56,7.02,72.59,25,57.75,3.16,2026-05-16 20:42:35.119941
PROD-0155,Fritadeira Air Fryer 4l,CASA-FRITADEIRA-CASA-0155,CATEG-0004,Casa & Cia Distribuidora,258.00,2.43,310,Sim,Não,2025-02-07,290,175846.67,606.37,818,142,3.63,7.13,76.06,16,46.07,2.63,2026-05-16 20:42:35.119941
PROD-0156,Liquidificador 700w,CAS@-LIQUIDIFICADOR-UTILIDADES-0156,CATEG-0004,Utilidades Do Lar Ltda,161.00,4.61,107,Não,Não,2022-04-03,293,109910.28,375.12,818,149,3.62,6.99,74.5,20,63.77,3.7,2026-05-16 20:42:35.119941
PROD-0157,Batedeira Planetária,CASA-BATEDEIRA-UTILIDADES-0157,CATEG-0004,Utilidades Do Lar Ltda,569.00,13.03,32,Não,Não,2021-03-05,131,158968.9,1213.5,347,55,3.89,7.91,81.82,13,83.77,2.08,2026-05-16 20:42:35.119941
PROD-0158,Panela De Pressão Elétrica,CAS-PANELA-CASA-0158,CATEG-0004,Casa & Cia Distribuidora,-1.00,12.31,125,Não,Sim,2024-06-24,577,129957.97,225.23,1525,302,3.52,6.87,72.52,54,60.58,3.35,2026-05-16 20:42:35.119941
PROD-0159,Micro-ondas 20l,NULL-MICRO-ONDAS-HOMEBRASIL-0159,CATEG-0008,Homebrasil Atacado,494.00,1.07,448,Sim,Não,2023-07-02,143,173115.35,1210.6,418,73,3.77,7.44,75.34,6,49.83,2.33,2026-05-16 20:42:35.119941
PROD-0160,Torradeira 2 Fatias,CASA-TORRADEIRA-CASA-0160,CATEG-0004,Casa & Cia Distribuidora,129.00,13.88,341,Sim,Não,2019-07-13,285,89599.0,314.38,825,138,3.58,7.31,76.09,17,66.84,3.35,2026-05-16 20:42:35.119941
PROD-0161,Cafeteira Expresso,CASA-CAFETEIRA-DECOR-0161,CATEG-0004,Decor Import,254.00,5.26,498,Sim,Não,2018-07-11,292,173125.58,592.9,809,145,3.73,7.26,77.24,19,44.92,3.26,2026-05-16 20:42:35.119941
PROD-0162,Ferro De Passar A Vapor,CAS4-FERRO-UTILIDADES-0162,CATEG-0004,Utilidades Do Lar Ltda,-1.00,-1.0,426,Sim,Sim,2025-08-25,616,142913.46,232.0,1702,312,3.61,7.15,75.96,59,70.77,2.98,2026-05-16 20:42:35.119941
PROD-0163,Aspirador De Pó Vertical,CASA-ASPIRADOR-DECOR-0163,CATEG-0004,Decor Import,354.00,6.68,276,Não,Não,2022-09-25,132,109122.96,826.69,364,78,3.6,7.12,71.79,12,57.9,4.0,2026-05-16 20:42:35.119941
PROD-0164,Ventilador De Mesa,CASA-VENTILADOR-HOMEBRASIL-0164,CATEG-0004,Homebrasil Atacado,149.00,7.81,152,Sim,Não,2019-12-18,292,96385.45,330.09,800,154,3.62,7.21,77.92,23,72.88,3.78,2026-05-16 20:42:35.119941
PROD-0165,Purificador De Ar,CAS-PURIFICADOR-CASA-0165,CATEG-0004,Casa & Cia Distribuidora,485.00,9.38,329,Sim,Não,2020-08-19,138,142661.89,1033.78,351,64,3.66,7.19,79.69,11,55.76,3.09,2026-05-16 20:42:35.119941
PROD-0166,Umidificador De Ar,CASA-UMIDIFICADOR-DECOR-0166,CATEG-0004,Decor Import,-1.00,5.56,33,Sim,Não,2019-12-12,562,123440.09,219.64,1491,280,3.65,7.26,74.29,59,54.94,3.58,2026-05-16 20:42:35.119941
PROD-0167,Desumidificador,CASA-DESUMIDIFICADOR-DECOR-0167,CATEG-0004,Decor Import,-1.00,3.65,365,Sim,Não,2023-02-16,557,130034.7,233.46,1553,283,3.77,7.28,79.15,36,75.35,3.14,2026-05-16 20:42:35.119941
PROD-0168,Lixeira Com Pedal,CASA-LIXEIRA-UTILIDADES-0168,CATEG-0004,Utilidades Do Lar Ltda,123.00,11.88,0,Sim,Não,2018-03-13,291,81020.56,278.42,778,145,3.54,6.68,71.03,24,54.97,3.79,2026-05-16 20:42:35.119941
PROD-0169,Escorredor De Louças,CASA-ESCORREDOR-HOMEBRASIL-0169,CATEG-0004,Homebrasil Atacado,87.00,4.51,409,Sim,Não,2022-04-08,602,120355.09,199.93,1649,329,3.61,7.08,73.25,38,57.45,2.89,2026-05-16 20:42:35.119941
PROD-0170,Fruteira 3 Andares,CASA-FRUTEIRA-UTILIDADES-0170,CATEG-0004,Utilidades Do Lar Ltda,69.00,8.03,168,Sim,Não,2019-03-22,613,96206.8,156.94,1649,305,3.65,7.22,76.39,56,55.45,3.27,2026-05-16 20:42:35.119941
PROD-0171,Kit Suporte Banheiro,CASA-KIT-UTILIDADES-0171,CATEG-0004,Utilidades Do Lar Ltda,92.00,13.62,18,Sim,Não,2018-06-11,623,128965.53,207.01,1687,321,3.66,7.3,77.88,42,56.47,3.43,2026-05-16 20:42:35.119941
PROD-0172,Cesto De Roupa Suja,CASA-CESTO-UTILIDADES-0172,CATEG-0004,Utilidades Do Lar Ltda,-1.00,5.44,85,Sim,Sim,2020-12-25,613,139582.27,227.7,1684,302,3.71,7.24,78.48,44,60.85,3.45,2026-05-16 20:42:35.119941
PROD-0173,Cabideiro De Chão,CASA-CABIDEIRO-UTILIDADES-0173,CATEG-0004,Utilidades Do Lar Ltda,133.00,6.28,142,Sim,Não,2024-07-23,300,92587.87,308.63,830,148,3.7,7.36,78.38,23,53.67,3.43,2026-05-16 20:42:35.119941
PROD-0174,Espremedor De Frutas,CAS@-ESPREMEDOR-UTILIDADES-0174,CATEG-0004,Utilidades Do Lar Ltda,162.00,8.89,69,Sim,Não,2023-02-01,284,98004.81,345.09,706,140,3.59,6.96,74.29,26,51.97,3.12,2026-05-16 20:42:35.119941
PROD-0175,Multiprocessador,NULL-MULTIPROCESSADOR-UTILIDADES-0175,CATEG-0008,Utilidades Do Lar Ltda,183.00,10.83,169,Sim,Não,2026-01-26,288,120431.77,418.17,800,127,3.8,7.29,79.53,32,50.41,3.19,2026-05-16 20:42:35.119941
PROD-0176,Vela Perfumada,CASA-VELA-CASA-0176,CATEG-0004,Casa & Cia Distribuidora,68.00,0.53,443,Não,Não,2018-04-27,588,89555.94,152.31,1600,292,3.77,7.43,78.42,38,67.39,3.29,2026-05-16 20:42:35.119941
PROD-0177,Conjunto De Toalhas 4 Peças,CASA-CONJUNTO-HOMEBRASIL-0177,CATEG-0004,Homebrasil Atacado,205.00,7.36,0,Não,Não,2024-06-23,283,127338.47,449.96,742,140,3.67,7.26,75.71,20,53.14,3.15,2026-05-16 20:42:35.119941
PROD-0178,Kit Organização Cozinha,CASA-KIT-CASA-0178,CATEG-0004,Casa & Cia Distribuidora,181.00,12.53,0,Sim,Não,2020-02-03,291,126508.14,434.74,842,122,3.59,7.08,71.31,29,46.47,3.45,2026-05-16 20:42:35.119941
PROD-0179,Suporte Para Livros,CASA-SUPORTE-DECOR-0179,CATEG-0004,Decor Import,62.00,5.39,56,Não,Não,2023-11-18,573,83442.71,145.62,1575,279,3.63,7.19,75.63,46,65.19,3.15,2026-05-16 20:42:35.119941
PROD-0180,Relógio De Parede,CASA-RELÓGIO-CASA-0180,CATEG-0004,Casa & Cia Distribuidora,99.00,4.46,-1,Sim,Sim,2025-08-20,561,124654.45,222.2,1468,298,3.62,7.21,74.16,25,65.39,3.24,2026-05-16 20:42:35.119941
PROD-0181,Porta Chaves Parede,CASA-PORTA-HOMEBRASIL-0181,CATEG-0004,Homebrasil Atacado,48.00,12.87,329,Sim,Não,2020-07-25,596,65845.04,110.48,1625,317,3.58,7.17,74.13,46,45.52,3.54,2026-05-16 20:42:35.119941
PROD-0182,Dispenser Sabonete Líquido,CASA-DISPENSER-CASA-0182,CATEG-0004,Casa & Cia Distribuidora,84.00,8.0,486,Sim,Não,2019-02-18,599,113324.39,189.19,1630,300,3.71,7.23,75.0,43,74.53,2.88,2026-05-16 20:42:35.119941
PROD-0183,Saboneteira,CAS@-SABONETEIRA-DECOR-0183,CATEG-0004,Decor Import,21.00,0.53,219,Sim,Não,2021-05-31,630,30334.32,48.15,1780,311,3.61,7.14,73.31,45,69.19,3.42,2026-05-16 20:42:35.119941
PROD-0184,Porta Papel Higiênico,CASA-PORTA-HOMEBRASIL-0184,CATEG-0004,Homebrasil Atacado,35.00,11.02,175,Sim,Não,2025-12-04,610,46166.02,75.68,1576,304,3.8,7.36,77.63,51,76.63,3.53,2026-05-16 20:42:35.119941
PROD-0185,Escova Sanitária,CASA-ESCOVA-CASA-0185,CATEG-0004,Casa & Cia Distribuidora,38.00,5.99,-1,Sim,Sim,2022-09-14,567,51724.16,91.22,1596,286,3.48,6.87,69.58,40,68.8,3.13,2026-05-16 20:42:35.119941
PROD-0186,Suporte Para Secador,CASA-SUPORTE-UTILIDADES-0186,CATEG-0004,Utilidades Do Lar Ltda,-1.00,4.94,74,Sim,Sim,2024-05-20,608,134043.49,220.47,1623,306,3.66,7.24,76.8,49,67.75,3.47,2026-05-16 20:42:35.119941
PROD-0187,Espelho De Banheiro,CASA-ESPELHO-DECOR-0187,CATEG-0004,Decor Import,95.00,8.21,17,Não,Não,2026-03-18,551,115904.37,210.35,1512,272,3.54,7.08,75.0,41,56.2,3.24,2026-05-16 20:42:35.119941
PROD-0188,Bicicleta Aro 29 Mountain Bike,ESPO-BICICLETA-FITNESS-0188,CATEG-0006,Fitness Distribuidora,813.00,5.86,87,Não,Não,2018-11-02,96,201195.92,2095.79,295,50,3.6,7.24,70.0,7,58.8,3.86,2026-05-16 20:42:35.119941
PROD-0189,Bicicleta Aro 26,ESPO-BICICLETA-ESPORTE-0189,CATEG-0006,Esporte Total Ltda,-1.00,1.28,-1,Sim,Sim,2020-01-16,555,120596.18,217.29,1453,293,3.61,7.34,79.18,45,57.43,3.16,2026-05-16 20:42:35.119941
PROD-0190,Bicicleta Speed Aro 700,ESPO-BICICLETA-ESPORTE-0190,CATEG-0006,Esporte Total Ltda,735.00,4.46,221,Sim,Não,2025-09-21,112,191617.22,1710.87,325,53,3.64,7.28,79.25,8,29.46,3.75,2026-05-16 20:42:35.119941
PROD-0191,Halteres Par 10kg,NULL-HALTERES-SPORTSBRASIL-0191,CATEG-0008,Sportsbrasil Atacado,239.00,8.21,295,Sim,Não,2021-11-21,295,157757.3,534.77,785,152,3.58,6.86,75.0,24,72.07,2.83,2026-05-16 20:42:35.119941
PROD-0192,Halteres Par 5kg,ESPO-HALTERES-ATLÉTICA-0192,CATEG-0006,Atlética Import Ltda,51.00,12.46,268,Sim,Não,2021-08-11,580,67053.27,115.61,1602,282,3.56,6.88,72.7,34,68.53,3.09,2026-05-16 20:42:35.119941
PROD-0193,Halteres Par 20kg,NULL-HALTERES-SPORTSBRASIL-0193,CATEG-0008,Sportsbrasil Atacado,264.00,1.43,451,Sim,Não,2025-06-04,280,172497.26,616.06,757,147,3.6,7.19,77.55,14,57.19,3.57,2026-05-16 20:42:35.119941
PROD-0194,Bola De Futebol Profissional,ESPO-BOLA-SPORTSBRASIL-0194,CATEG-0006,Sportsbrasil Atacado,129.00,7.81,138,Sim,Não,2018-09-10,291,81068.27,278.59,776,159,3.63,7.02,71.7,25,58.77,3.56,2026-05-16 20:42:35.119941
PROD-0195,Bola De Basquete,ESPO-BOLA-SPORTSBRASIL-0195,CATEG-0006,Sportsbrasil Atacado,148.00,13.31,429,Sim,Não,2021-06-15,264,87762.5,332.43,713,137,3.67,7.15,78.83,21,95.49,3.62,2026-05-16 20:42:35.119941
PROD-0196,Bola De Vôlei,ESPO-BOLA-ATLÉTICA-0196,CATEG-0006,Atlética Import Ltda,-1.00,3.78,65,Sim,Não,2024-07-02,548,123809.78,225.93,1521,259,3.7,7.4,79.15,49,58.74,3.22,2026-05-16 20:42:35.119941
PROD-0197,Bola De Tênis Kit 3,ESPO-BOLA-ATLÉTICA-0197,CATEG-0006,Atlética Import Ltda,36.00,12.44,88,Não,Não,2025-04-17,580,48309.19,83.29,1637,311,3.66,7.05,74.28,43,57.54,3.47,2026-05-16 20:42:35.119941
PROD-0198,Raquete De Tênis,ESPO-RAQUETE-FITNESS-0198,CATEG-0006,Fitness Distribuidora,258.00,13.65,225,Sim,Não,2025-05-06,285,167132.37,586.43,786,152,3.59,7.01,75.0,21,60.81,3.67,2026-05-16 20:42:35.119941
